speed,accuracy,acceleration_magnitude,DFT_E1,mode,DFT_E2,DFT_E3
0,8,11.52785396,132.8914169,auto,150.7880196,147.0250827
0,8,13.68454826,187.266861,auto,107.0961192,98.56990479
0,865,12.2026753,148.9052845,auto,165.7443194,172.4622998
8.247325,8,14.43260566,208.3001061,auto,207.3375678,174.273911
8.497194,8,13.26278195,175.901385,auto,160.3429354,141.9777363
0,8,11.26827443,126.9740087,auto,132.3158646,133.1297721
0,16,11.75835792,138.2589811,auto,127.8832184,129.043299
0,16,10.4175792,108.5259564,auto,105.0244712,103.8661405
0,865,11.35274337,128.8847819,auto,139.9726237,144.2016973
0,865,12.19295232,148.6680862,auto,149.6372229,141.41811
2.2849712,8,12.63216512,159.5715956,auto,143.2560935,127.7067424
1.6574476,8,11.75462069,138.1711075,auto,147.4892116,147.7599073
1.6574476,8,11.74386262,137.9183092,auto,137.9183092,137.9183092
0,8,11.32551445,128.2672775,auto,126.0388068,126.4614565
0,8,11.76883728,138.505531,auto,135.8594329,137.9712425
0,6,12.02308507,144.5545747,auto,144.5545747,144.9870471
0,971,11.81399743,139.5705353,auto,143.1639296,140.2633438
7.029641,8,10.04449333,100.8918463,auto,102.0274751,99.98333314
7.2867503,8,12.12828125,147.0952061,auto,144.6323998,155.3652009
6.419715,8,9.839927361,96.82417047,auto,146.4953831,150.8972332
1.2491367,12,11.33933681,128.5805592,auto,147.2398221,137.79686
0,16,10.36928955,107.5221659,auto,157.4054857,168.1671164
0,16,10.32261709,106.5564237,auto,114.6044603,115.2472426
5.8574977,24,10.12437555,102.5029803,auto,102.5029803,102.2675196
4.3472567,16,12.88640456,166.0594226,auto,166.0594226,98.14357699
6.6919413,12,11.45904124,131.3096261,auto,130.1740987,130.3372451
0,8,11.21728789,125.8275475,auto,118.9707255,119.8905945
0,16,9.146789966,83.66376667,bus,101.8896039,97.27213816
0,16,10.07378323,101.4811085,bus,108.4529378,109.0245204
0,32,11.86638766,140.8111562,bus,149.9576936,149.05605
0,983,12.43336805,154.588641,bus,154.588641,147.4159987
0,32,11.9891905,143.7406888,bus,148.6125554,154.16292
0,32,9.904181583,98.09281283,bus,98.09281283,100.2272586
1.4574789,24,12.8948421,166.2769527,bus,166.2769527,156.865378
0,983,12.65211444,160.0759998,bus,163.2514083,170.4740825
2.4268932,12,9.182303916,84.31470521,bus,84.31470521,84.31470521
2.3307722,12,5.772117981,33.31734598,bus,106.4411187,107.7943348
2.3307722,12,9.558959691,91.37371038,bus,88.29231665,89.56442719
2.3307722,12,9.533969485,90.89657415,bus,90.89657415,125.9873089
2.3307722,12,11.92068272,142.1026766,bus,133.8265863,119.6366817
2.3307722,12,10.17420024,103.5143505,bus,101.8053193,104.5208443
2.3307722,12,10.08339408,101.6748363,bus,97.73165646,99.87368393
2.3307722,12,9.746073562,94.98594988,bus,93.01244698,90.49422214
2.3307722,12,10.40188104,108.1991292,bus,91.90730239,94.15357555
2.3307722,12,10.61709575,112.7227223,bus,111.5263604,104.2406587
2.3307722,12,11.27051049,127.0244068,bus,116.7266247,116.0667721
2.3307722,12,9.991899559,99.83805679,bus,152.4972841,114.1411605
2.3307722,12,11.027507,121.6059105,bus,76.9514844,92.04982098
2.3307722,12,9.7948385,95.93886123,bus,140.8659078,138.8659616
2.3307722,12,10.42227503,108.6238167,bus,111.3102523,111.5954233
2.3307722,12,10.60283932,112.4202016,bus,111.3551163,110.4226764
2.3307722,12,10.43192617,108.8250837,bus,113.6393512,111.2960159
2.3307722,12,10.43034225,108.7920394,bus,108.7920394,104.9605255
2.3307722,12,9.58725968,91.91554817,bus,106.206166,97.96590115
2.3307722,12,10.22411833,104.5325956,bus,133.0320236,122.0288204
2.3307722,12,11.90636645,141.7615621,bus,141.7615621,142.8393449
2.3307722,12,12.17176955,148.1519739,bus,148.1519739,146.5374675
0,16,12.33025423,152.0351693,bus,156.6070085,157.5997016
0,16,14.77992162,218.4460832,bus,128.5243444,93.48380686
0,24,10.1140172,102.2933439,bus,105.1186368,105.14254
0,24,10.38974219,107.9467428,bus,107.2631355,101.217778
0,24,10.07775311,101.5611077,bus,108.7033254,106.7353138
0,24,10.18838152,103.8031181,bus,105.7275632,104.086563
0,24,10.10438539,102.0986042,bus,105.9006007,109.5800895
0,24,10.36160809,107.3629223,bus,102.2778319,109.412841
0,24,10.27633704,105.603103,bus,106.8778897,105.1717527
0,24,10.2348478,104.7521096,bus,106.7055751,102.6255683
0,24,10.31902502,106.4822774,bus,106.4822774,102.6665979
0,24,10.1371627,102.7620677,bus,96.16366789,97.20161601
0,24,9.887798643,97.76856201,bus,97.76856201,96.98418919
0,24,10.60847573,112.5397574,bus,102.4298785,97.76881047
0,24,10.01329918,100.2661604,bus,113.6189139,121.1482594
0,24,9.842612776,96.87702626,bus,112.9522754,117.3232756
0,24,10.43209488,108.8286037,bus,118.9516881,110.9112647
0,24,9.160330812,83.91166059,bus,140.6847089,135.9355791
0,24,12.60485375,158.8823381,bus,182.9222906,198.1939288
0,24,12.64822924,159.9777029,bus,141.9490076,125.8687515
0,24,10.58874459,112.1215119,bus,112.1215119,179.4809947
0,24,10.32381613,106.5811795,bus,106.2887752,101.3359909
0,24,10.38223739,107.7908532,bus,111.2542788,111.0654714
0,24,10.37807055,107.7043483,bus,109.8129781,110.6470334
0,24,10.90097423,118.8312392,bus,100.2674246,97.08486679
0,24,9.389410058,88.16102123,bus,105.0153913,96.55506459
0,24,10.11428342,102.2987291,bus,130.3158391,121.8433833
0,24,10.91840949,119.2116657,bus,120.0848564,122.0492289
0,24,11.14238382,124.1527172,bus,124.1527172,138.990827
0,24,10.95972956,120.1156721,bus,120.1156721,122.7210134
0,24,11.21114814,125.6898426,bus,90.80089213,90.54096337
0,24,10.88434109,118.468881,bus,122.4340413,115.5700987
0,24,10.0249246,100.4991132,bus,100.4991132,95.01027322
0,24,10.53601893,111.0076949,bus,111.0076949,63.11805052
0.89422005,8,11.8207537,139.7302181,stationary,139.7302181,135.8912749
0.89422005,8,11.80490435,139.3557668,stationary,141.2641078,143.1678824
